"woaii_chapter"|"openalex_work_id"|"title"|"publication_year"|"source_id"|"source_name"|"type"|"cited_by_count"|"reference_count"
"5"|"https://openalex.org/W2890378476"|"Ch. 13: Ocean Acidification and Other Ocean Changes. Climate Science Special Report: Fourth National Climate Assessment, Volume I"|2017|NA|NA|"report"|12|143
"5"|"https://openalex.org/W2609109115"|"Upper ocean O <sub>2</sub> trends: 1958–2015"|2017|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|138|43
"5"|"https://openalex.org/W2085982244"|"Iodine losses during Winkler titrations"|1991|"https://openalex.org/S4210187794"|"Deep-sea research. Part A, Oceanographic research papers/Deep sea research. Part A, Oceanographic research papers"|"article"|10|5
"5"|"https://openalex.org/W1970661490"|"Oxygen trends over five decades in the North Atlantic"|2012|"https://openalex.org/S207178839"|"Journal of geophysical research"|"article"|77|52
"5"|"https://openalex.org/W2046794716"|"An interlaboratory study of dissolved oxygen in water"|1981|"https://openalex.org/S52566953"|"Water research"|"article"|22|5
"5"|"https://openalex.org/W1574899827"|"Variations in the age of Arctic sea‐ice and summer sea‐ice extent"|2004|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|404|7
"5"|"https://openalex.org/W2173009724"|"Response of Sea Ice to the Arctic Oscillation"|2002|"https://openalex.org/S80591372"|"Journal of climate"|"article"|753|19
"5"|"https://openalex.org/W2123117722"|"Thinning of the Arctic sea‐ice cover"|1999|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|905|14
"5"|"https://openalex.org/W2019314030"|"Uncertainty in modeled Arctic sea ice volume"|2011|"https://openalex.org/S207178839"|"Journal of geophysical research"|"article"|459|42
"5"|"https://openalex.org/W2102140204"|"Modeling Global Sea Ice with a Thickness and Enthalpy Distribution Model in Generalized Curvilinear Coordinates"|2003|"https://openalex.org/S90791864"|"Monthly weather review"|"article"|452|31
"6A"|"https://openalex.org/W2127830844"|"Secular trends in Arctic Ocean net primary production"|2011|"https://openalex.org/S207178839"|"Journal of geophysical research"|"article"|367|35
"6A"|"https://openalex.org/W2164383391"|"Primary production in the Southern Ocean, 1997–2006"|2008|"https://openalex.org/S207178839"|"Journal of geophysical research"|"article"|597|58
"6A"|"https://openalex.org/W2556425461"|"Factors regulating the Great Calcite Belt in the Southern Ocean and its biogeochemical significance"|2016|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|99|105
"6A"|"https://openalex.org/W2061677400"|"Marine zooplanktonic diversity: a view from the South Atlantic"|2002|"https://openalex.org/S4210204131"|"Oceanologica acta"|"article"|29|16
"6A"|"https://openalex.org/W1973095441"|"Potential impact of climate change on marine export production"|2001|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|463|33
"6A"|"https://openalex.org/W2042376721"|"Response of diatoms distribution to global warming and potential implications: A global model study"|2005|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|357|14
"6A"|"https://openalex.org/W1999308740"|"Coccolithophorid blooms in the global ocean"|1994|"https://openalex.org/S207178839"|"Journal of geophysical research"|"article"|466|72
"6A"|"https://openalex.org/W2103536887"|"Species discovery in marine planktonic invertebrates through global molecular screening"|2010|"https://openalex.org/S22454499"|"Molecular ecology"|"article"|59|49
"6A"|"https://openalex.org/W2738218963"|"Global trends in ocean phytoplankton: a new assessment using revised ocean colour data"|2017|"https://openalex.org/S2494614724"|"Remote sensing letters"|"article"|50|25
"6A"|"https://openalex.org/W2000565053"|"SUPPLY-SIDE ECOLOGY WORKS BOTH WAYS: THE LINK BETWEEN BENTHIC ADULTS, FECUNDITY, AND LARVAL RECRUITS"|2000|"https://openalex.org/S35917800"|"Ecology"|"article"|371|40
"6A"|"https://openalex.org/W2103025156"|"Representing key phytoplankton functional groups in ocean carbon cycle models: Coccolithophorids"|2002|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|255|70
"6A"|"https://openalex.org/W2108756456"|NA|2002|"https://openalex.org/S195102351"|"Biogeochemistry"|"article"|628|200
"6A"|"https://openalex.org/W2594675035"|"Climate change impacts on southern <scp>R</scp>oss <scp>S</scp>ea phytoplankton composition, productivity, and export"|2017|"https://openalex.org/S4210200322"|"Journal of geophysical research. Oceans"|"article"|38|98
"6A"|"https://openalex.org/W1969980650"|"How zooplankton feed: mechanisms, traits and trade-offs"|2011|"https://openalex.org/S86137544"|"Biological reviews/Biological reviews of the Cambridge Philosophical Society"|"article"|442|174
"6A"|"https://openalex.org/W1905262806"|"Long-term variability in the diversity of North Sea zooplankton"|2002|"https://openalex.org/S153677060"|"Journal of the Marine Biological Association of the United Kingdom/Journal of the Marine Biological Association of the UK"|"article"|47|1
"6A"|"https://openalex.org/W2072731629"|"Evolutionary Ecology of the Marine Roseobacter Clade"|2014|"https://openalex.org/S187187948"|"Microbiology and molecular biology reviews"|"article"|253|159
"6A"|"https://openalex.org/W1608807115"|"Distribution of diverse nitrogen fixers in the global ocean"|2010|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|110|97
"6A"|"https://openalex.org/W72088685"|"Diversity and Ecology of Eukaryotic Marine Phytoplankton"|2012|"https://openalex.org/S67438647"|"Advances in botanical research"|"book-chapter"|93|217
"6A"|"https://openalex.org/W2099189943"|"Ocean's least productive waters are expanding"|2008|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|675|7
"6A"|"https://openalex.org/W2159951099"|"Recent decadal trends in global phytoplankton composition"|2015|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|90|71
"6A"|"https://openalex.org/W1832809507"|"A new estimate of the CaCO<sub>3</sub> to organic carbon export ratio"|2002|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|186|56
"6A"|"https://openalex.org/W2093783063"|"Modern planktic foraminifera"|2005|"https://openalex.org/S141502683"|"Paläontologische Zeitschrift"|"article"|209|91
"6A"|"https://openalex.org/W2090430938"|"Time series of coccolithophore activity in the Barents Sea, from twenty years of satellite imagery"|2004|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|121|19
"6A"|"https://openalex.org/W1860322032"|"Phytoplankton class‐specific primary production in the world's oceans: Seasonal and interannual variability from satellite observations"|2010|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|285|81
"6A"|"https://openalex.org/W2121131753"|"Carbon‐based primary productivity modeling with vertically resolved photoacclimation"|2008|"https://openalex.org/S32973720"|"Global biogeochemical cycles"|"article"|565|42
"6B"|"https://openalex.org/W2902415788"|"Managing a sustainable deep-sea ‘blue economy’ requires knowledge of what actually lives there"|2018|"https://openalex.org/S1336409049"|"eLife"|"article"|59|21
"6B"|"https://openalex.org/W1993216721"|"Spiny lobster, Jasus edwardsii, recovery in New Zealand marine reserves"|2000|"https://openalex.org/S80660208"|"Biological conservation"|"article"|147|43
"6B"|"https://openalex.org/W2474325667"|"The abundance and distribution of the Japanese sea cucumber, Apostichopus japonicus (Selenka, 1867) (Echinodermata: Stichopodidae), in nearshore waters of the southern part of the Far Eastern State Marine Reserve"|2015|"https://openalex.org/S52332701"|"Russian journal of marine biology"|"article"|4|4
"6B"|"https://openalex.org/W2172154030"|"Factors influencing spatial patterns of molluscs in a eutrophic tropical bay"|2012|"https://openalex.org/S153677060"|"Journal of the Marine Biological Association of the United Kingdom/Journal of the Marine Biological Association of the UK"|"article"|26|73
"6C"|"https://openalex.org/W2268825045"|"Twenty-one new records of fish species (Teleostei) from the New Caledonian EEZ (south-western Pacific Ocean)"|2015|"https://openalex.org/S31022136"|"Marine biodiversity records"|"article"|5|15
"6C"|"https://openalex.org/W2663322622"|"The conservation status of marine bony shorefishes of the Greater Caribbean"|2017|NA|NA|"book"|4|46
"6C"|"https://openalex.org/W1992108122"|"It’s time to sharpen our definition of sustainable fisheries management"|2008|"https://openalex.org/S57183551"|"Canadian journal of fisheries and aquatic sciences"|"article"|30|10
"6D"|"https://openalex.org/W2007578647"|"Bushmeat and bycatch: the sum of the parts"|2007|"https://openalex.org/S22454499"|"Molecular ecology"|"article"|47|7
"6D"|"https://openalex.org/W4239027573"|"Bowhead Whale"|2018|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|3|13
"6D"|"https://openalex.org/W4235482437"|"Tourism"|2018|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|6|27
"6D"|"https://openalex.org/W2149072905"|"Sociogenetic structure, kin associations and bonding in delphinids"|2011|"https://openalex.org/S22454499"|"Molecular ecology"|"article"|80|140
"6E"|"https://openalex.org/W2264818452"|"The reproductive biology and diet of sea snake bycatch of prawn trawling in northern Australia: characteristics important for assessing the impacts on populations"|2001|"https://openalex.org/S71161756"|"Pacific conservation biology"|"article"|44|1
"6E"|"https://openalex.org/W2117186981"|"Commercializing bycatch can push a fishery beyond economic extinction"|2010|"https://openalex.org/S133530468"|"Conservation letters"|"article"|38|28
"6F"|"https://openalex.org/W2156352797"|"Observed and predicted effects of climate on Australian seabirds"|2011|"https://openalex.org/S89053421"|"Emu"|"article"|97|117
"6F"|"https://openalex.org/W2142548765"|"Seabird conservation status, threats and priority actions: a global assessment"|2012|"https://openalex.org/S194129668"|"Bird conservation international"|"article"|896|31
"6G"|"https://openalex.org/W4247031572"|"Sonneratia griffithii: Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. &amp; Miyagi, T."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W4235776655"|"Bruguiera hainesii: Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S., Miyagi, T., Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W4249641104"|"Camptostemon philippinense: Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S., Miyagi, T., Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|3|0
"6G"|"https://openalex.org/W4246854999"|"Ceriops decandra: Duke, N., Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S. &amp; Miyagi, T."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|2|0
"6G"|"https://openalex.org/W4238185443"|"Aegialitis rotundifolia: Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4238791704"|"Aegiceras floridum: Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4251200607"|"Pelliciera rhizophorae: Ellison, A., Farnsworth, E. &amp; Moore, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W4232418069"|"Excoecaria indica: Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4249440587"|"Rhizophora samoensis: Ellison, J. &amp; Duke, N."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4234811077"|"Salicornia veneta: Foggi, B., Daoud-Bouattour, A., Gammar-Ghrabi, Z., Limam-Ben Saad, S. & Muller, S.D."|2010|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W2099984897"|"Tidal Marshes: A Global Perspective on the Evolution and Conservation of Their Terrestrial Vertebrates"|2006|"https://openalex.org/S121830084"|"BioScience/Bioscience"|"article"|174|23
"6G"|"https://openalex.org/W165957098"|"SEAGRASS HABITATS: THE ROLES OF HABITAT COMPLEXITY, COMPETITION AND PREDATION IN STRUCTURING ASSOCIATED FISH AND MOTILE MACROINVERTEBRATE ASSEMBLAGES"|1980|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|260|42
"6G"|"https://openalex.org/W4246650435"|"Heritiera fomes: Kathiresan, K., Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S., Miyagi, T., Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W4245811561"|"Spartina alterniflora: Maiz-Tome, L."|2015|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4249051934"|"Acrosorium papenfussii: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4234532618"|"Austrofolium equatorianum: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4231597363"|"Bifurcaria galapagensis: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4249596109"|"Desmarestia tropica: Miller, K.A., Garske, L. & Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4242950962"|"Dictyota galapagensis: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4238359879"|"Eisenia galapagensis: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4232213534"|"Galaxaura barbata: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4239518414"|"Gracilaria skottsbergii: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4231249045"|"Laurencia oppositocladia: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4248481143"|"Myriogramme kylinii: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4239336527"|"Phycodrina elegans: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4249758776"|"Pseudolaingia hancockii: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4244157287"|"Sargassum setifolium: Miller, K.A., Garske, L. & Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4229528338"|"Schizymenia ecuadoreana: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4230862435"|"Spatoglossum schmittii: Miller, K.A., Garske, L. &amp; Edgar, G."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W1986334536"|"Impact of oceanic warming on the distribution of seaweeds in polar and cold-temperate waters"|2009|"https://openalex.org/S78082969"|"Botanica marina"|"article"|208|96
"6G"|"https://openalex.org/W4237251542"|"Sonneratia ovata: Salmo III, S.G., Fernando, E.S., Peras, J.R., Sukardjo, S., Miyagi, T., Ellison, J., Koedam, N.E., Wang, Y., Primavera, J., Jin Eong, O., Wan-Hong Yong, J. &amp; Ngoc Nam, V."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W2320974967"|"Occurrence of the seagrass <i>Halophila stipulacea</i> (Hydrocharitaceae) in the southern Mediterranean Sea"|2011|"https://openalex.org/S78082969"|"Botanica marina"|"article"|58|18
"6G"|"https://openalex.org/W4234464439"|"Lepilaena australis: Short, F.T."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4246313189"|"Lepilaena marina: Short, F.T."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4241690454"|"Halodule ciliata: Short, F.T."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4245356055"|"Halophila sulawesii: Short, F.T."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4255642883"|"Phyllospadix japonicus: Short, F.T. &amp; Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4242982691"|"Zostera chilensis: Short, F.T. &amp; Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4229504406"|"Zostera geojeensis: Short, F.T. & Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4239979623"|"Zostera asiatica: Short, F.T. &amp; Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|2|0
"6G"|"https://openalex.org/W4233695796"|"Zostera caulescens: Short, F.T. &amp; Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4229986415"|"Phyllospadix iwatensis: Short, F.T. &amp; Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W4232819991"|"Zostera caespitosa: Short, F.T. & Waycott, M."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4254307400"|"Posidonia australis: Short, F.T., Carruthers, T.J.R., Waycott, M., Kendrick, G.A., Fourqurean, J.W., Callabine, A., Kenworthy, W.J. &amp; Dennison, W.C."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4253488203"|"Halophila engelmanni: Short, F.T., Carruthers, T.J.R., van Tussenbroek, B. &amp; Zieman, J."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4256360839"|"Halophila nipponica: Short, F.T., Carruthers, T.J.R., Waycott, M., Kendrick, G.A., Fourqurean, J.W., Callabine, A., Kenworthy, W.J. &amp; Dennison, W.C."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4243255567"|"Posidonia sinuosa: Short, F.T., Carruthers, T.J.R., Waycott, M., Kendrick, G.A., Fourqurean, J.W., Callabine, A., Kenworthy, W.J. &amp; Dennison, W.C."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4247900518"|"Halophila baillonii: Short, F.T., Carruthers, T.J.R., van Tussenbroek, B. &amp; Zieman, J."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4246112449"|"Halophila beccarii: Short, F.T., Coles, R., Waycott, M., Bujang, J.S., Fortes, M., Prathep, A., Kamal, A.H.M., Jagtap, T.G., Bandeira, S., Freeman, A., Erftemeijer, P., La Nafie, Y.A., Vergara, S., Calumpong, H.P. &amp; Makm, I."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W4234292609"|"Halophila hawaiiana: Short, F.T., Coles, R., Waycott, M., Bujang, J.S., Fortes, M., Prathep, A., Kamal, A.H.M., Jagtap, T.G., Bandeira, S., Freeman, A., Erftemeijer, P., La Nafie, Y.A., Vergara, S., Calumpong, H.P. &amp; Makm, I."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4232166099"|"Zostera capensis: Short, F.T., Coles, R., Waycott, M., Bujang, J.S., Fortes, M., Prathep, A., Kamal, A.H.M., Jagtap, T.G., Bandeira, S., Freeman, A., Erftemeijer, P., La Nafie, Y.A., Vergara, S., Calumpong, H.P. &amp; Makm, I."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|5|0
"6G"|"https://openalex.org/W4234704594"|"Halodule beaudettei: Short, F.T., Carruthers, T.J.R., van Tussenbroek, B. &amp; Zieman, J."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4255719993"|"Halodule emarginata: Short, F.T., Carruthers, T.J.R., van Tussenbroek, B. &amp; Zieman, J."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4242584721"|"Halophila euphlebia: Short, F.T., Carruthers, T.J.R., Waycott, M., Kendrick, G.A., Fourqurean, J.W., Callabine, A., Kenworthy, W.J. &amp; Dennison, W.C."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4230736075"|"Ruppia filifolia: Short, F.T., Carruthers, T.J.R., Waycott, M., Kendrick, G.A., Fourqurean, J.W., Callabine, A., Kenworthy, W.J. &amp; Dennison, W.C."|2007|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|0|0
"6G"|"https://openalex.org/W4255552795"|"Heritiera globosa: Sukardjo, S."|2008|"https://openalex.org/S4363604055"|"IUCN Red List of Threatened Species"|"dataset"|1|0
"6G"|"https://openalex.org/W3021916747"|"Benthic Algae"|1987|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|2|17
"6G"|"https://openalex.org/W2891764305"|"Status and Trends for the World’s Kelp Forests"|2019|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|202|164
"7A"|"https://openalex.org/W2728133413"|"Renewable Energy from the Ocean and Tides"|2009|"https://openalex.org/S2764974065"|"Carbon & climate law review"|"article"|0|0
"7B"|"https://openalex.org/W2890870110"|"Chile: Environmental Status and Future Perspectives"|2019|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|21|181
"7B"|"https://openalex.org/W2796047770"|"Increased Winter‐Mean Wave Height, Variability, and Periodicity in the Northeast Atlantic Over 1949–2017"|2018|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|82|62
"7B"|"https://openalex.org/W2913177427"|"A Synthesis: What Is the Future for Coasts, Estuaries, Deltas and Other Transitional Habitats in 2050 and Beyond?"|2019|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|37|83
"7B"|"https://openalex.org/W2892104946"|"Southern Argentina: The Patagonian Continental Shelf"|2019|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|16|91
"7B"|"https://openalex.org/W2916538130"|"Explaining Extreme Events of 2016 from a Climate Perspective"|2018|"https://openalex.org/S140302479"|"Bulletin of the American Meteorological Society"|"article"|42|0
"7B"|"https://openalex.org/W2890104908"|"The Coasts of Turkey"|2019|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|1|122
"7B"|"https://openalex.org/W2890113718"|"The Northern Argentine Sea"|2019|"https://openalex.org/S4306463230"|"Elsevier eBooks"|"book-chapter"|3|120
"7B"|"https://openalex.org/W2298983535"|"Extreme wave activity during 2013/2014 winter and morphological impacts along the Atlantic coast of Europe"|2016|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|254|38
"7C"|"https://openalex.org/W2750631453"|"Future Reef Growth Can Mitigate Physical Impacts of Sea‐Level Rise on Atoll Islands"|2017|"https://openalex.org/S2764782578"|"Earth's future"|"article"|54|51
"7C"|"https://openalex.org/W2789956543"|"Climatic Constraints on Growth Rate and Geochemistry (Sr/Ca and U/Ca) of the Coral <i>Siderastrea stellata</i> in the Southwest Equatorial Atlantic (Rocas Atoll, Brazil)"|2018|"https://openalex.org/S14326618"|"Geochemistry, geophysics, geosystems"|"article"|6|50
"7C"|"https://openalex.org/W1965688822"|"Biodiversity dynamics in isolated island communities: interaction between natural and human‐mediated processes"|2007|"https://openalex.org/S22454499"|"Molecular ecology"|"article"|119|94
"7C"|"https://openalex.org/W2521472414"|"Sea level rise and inundation of island interiors: Assessing impacts of lake formation and evaporation on water resources in arid climates"|2016|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|23|23
"7C"|"https://openalex.org/W2316086108"|"Late Holocene sea-level fall and turn-off of reef flat carbonate production: Rethinking bucket fill and coral reef growth models"|2015|"https://openalex.org/S56162041"|"Geology"|"article"|36|18
"7C"|"https://openalex.org/W1885953029"|"Morphodynamic characterization of beaches on a Pacific atoll island: Tetiaroa, French Polynesia"|2014|"https://openalex.org/S130567056"|"Journal of coastal research"|"article"|5|16
"7C"|"https://openalex.org/W2089815153"|"Coral islands defy sea-level rise over the past century: Records from a central Pacific atoll"|2015|"https://openalex.org/S56162041"|"Geology"|"article"|104|16
"7C"|"https://openalex.org/W2186254069"|"Exploring the relation between sea level rise and shoreline erosion using sea level reconstructions: an example in French Polynesia"|2013|"https://openalex.org/S130567056"|"Journal of coastal research"|"preprint"|22|33
"7C"|"https://openalex.org/W2173512412"|"A Geomorphic Interpretation of Shoreline Change Rates on Reef Islands"|2016|"https://openalex.org/S130567056"|"Journal of coastal research"|"article"|24|34
"7C"|"https://openalex.org/W2913432276"|"Physical and Numerical Modeling of Infragravity Wave Generation and Transformation on Coral Reef Platforms"|2019|"https://openalex.org/S4210200322"|"Journal of geophysical research. Oceans"|"article"|29|68
"7C"|"https://openalex.org/W2599560433"|"Social&amp;#8211;ecological change and implications for food security in Funafuti, Tuvalu"|2017|"https://openalex.org/S148307540"|"Ecology and society"|"article"|26|31
"7C"|"https://openalex.org/W2122874991"|"Linking reef ecology to island building: Parrotfish identified as major producers of island-building sediment in the Maldives"|2015|"https://openalex.org/S56162041"|"Geology"|"article"|87|16
"7C"|"https://openalex.org/W1950945659"|"The influence of coral reefs and climate change on wave‐driven flooding of tropical coastlines"|2015|"https://openalex.org/S36624081"|"Geophysical research letters"|"article"|218|36
"7C"|"https://openalex.org/W2412260727"|"Establishment, Management, and Maintenance of the Phoenix Islands Protected Area"|2014|"https://openalex.org/S138025462"|"Advances in marine biology"|"book-chapter"|19|25
